"InventoryID,HospitalID,HospitalName,ProductID,ProductName,Category,WarehouseZone,StorageCondition,BatchNumber,ManufacturingDate,ExpiryDate,CurrentStock,MinStock,MaxStock"
"INV00050,H001,Benha Teaching Hospital,MED050,Warfarin,Cardiovascular,B,Room Temperature,B757917,2024-08-14,2027-08-14,6175,800,2932"
"INV00051,H001,Benha Teaching Hospital,MED051,Salbutamol Inhaler,Respiratory,A,Room Temperature,B177505,2024-12-03,2026-12-03,6091,800,3554"
"INV00052,H001,Benha Teaching Hospital,MED052,Budesonide Inhaler,Respiratory,B,Room Temperature,B138467,2024-06-09,2026-06-09,5606,800,3012"
"INV00053,H001,Benha Teaching Hospital,MED053,Ipratropium,Respiratory,B,Room Temperature,B710704,2024-05-14,2026-05-14,5988,800,2792"
"INV00054,H001,Benha Teaching Hospital,MED054,Montelukast,Respiratory,C,Room Temperature,B500109,2024-01-22,2026-01-22,5088,800,2598"
"INV00055,H001,Benha Teaching Hospital,MED055,Theophylline,Respiratory,B,Room Temperature,B250810,2024-09-20,2026-09-20,5148,800,2330"
"INV00056,H001,Benha Teaching Hospital,MED056,Acetylcysteine,Respiratory,A,Room Temperature,B469599,2024-10-10,2026-10-10,4882,800,2408"
"INV00057,H001,Benha Teaching Hospital,MED057,Ambroxol,Respiratory,C,Room Temperature,B727234,2024-05-26,2026-05-26,5803,800,3169"
"INV00058,H001,Benha Teaching Hospital,MED058,Dexamethasone Neb,Respiratory,B,Room Temperature,B405628,2024-08-07,2026-08-07,5085,800,2242"
"INV00059,H001,Benha Teaching Hospital,MED059,Prednisolone,Respiratory,C,Room Temperature,B920260,2024-08-20,2026-08-20,4786,800,2777"
"INV00060,H001,Benha Teaching Hospital,MED060,Hydrocortisone,Respiratory,A,Room Temperature,B559451,2024-04-04,2026-04-04,5215,800,2260"
"INV00061,H001,Benha Teaching Hospital,MED061,Normal Saline,IV Fluids,B,Room Temperature,B218015,2024-06-09,2026-06-09,11881,1600,5033"
"INV00062,H001,Benha Teaching Hospital,MED062,Ringer Lactate,IV Fluids,A,Room Temperature,B465890,2024-02-23,2026-02-23,10173,1600,3653"
"INV00063,H001,Benha Teaching Hospital,MED063,Dextrose 5%,IV Fluids,C,Room Temperature,B118070,2024-12-07,2026-12-07,10824,1600,4567"
"INV00064,H001,Benha Teaching Hospital,MED064,Dextrose 10%,IV Fluids,B,Room Temperature,B258823,2024-09-29,2026-09-29,12059,1600,4672"
"INV00065,H001,Benha Teaching Hospital,MED065,Half Saline,IV Fluids,C,Room Temperature,B542905,2024-09-03,2026-09-03,10117,1600,3804"
"INV00066,H001,Benha Teaching Hospital,MED066,DNS,IV Fluids,C,Room Temperature,B997059,2024-11-08,2026-11-08,12438,1600,5174"
"INV00067,H001,Benha Teaching Hospital,MED067,Sterile Water,IV Fluids,B,Room Temperature,B584299,2024-05-21,2026-05-21,11421,1600,4245"
"INV00068,H001,Benha Teaching Hospital,MED068,Mannitol,IV Fluids,C,Room Temperature,B766326,2024-10-14,2026-10-14,11017,1600,4032"
"INV00069,H001,Benha Teaching Hospital,MED069,Albumin,IV Fluids,A,Room Temperature,B805660,2024-07-08,2026-07-08,11589,1600,4763"
"INV00070,H001,Benha Teaching Hospital,MED070,Plasma Expander,IV Fluids,C,Room Temperature,B170313,2024-06-28,2026-06-28,10484,1600,3440"
"INV00071,H001,Benha Teaching Hospital,MED071,Adrenaline,Emergency,A,Room Temperature,B213632,2024-04-10,2026-04-10,2586,300,1789"
"INV00072,H001,Benha Teaching Hospital,MED072,Atropine,Emergency,A,Room Temperature,B711523,2024-01-05,2026-01-05,2480,300,1970"
"INV00073,H001,Benha Teaching Hospital,MED073,Dopamine,Emergency,C,Room Temperature,B311810,2024-02-16,2026-02-16,2841,300,1519"
"INV00074,H001,Benha Teaching Hospital,MED074,Dobutamine,Emergency,A,Room Temperature,B970045,2024-05-03,2026-05-03,2375,300,1542"
"INV00075,H001,Benha Teaching Hospital,MED075,Nitroglycerin,Emergency,B,Room Temperature,B727769,2024-04-01,2026-04-01,3013,300,1900"
"INV00076,H001,Benha Teaching Hospital,MED076,Amiodarone,Emergency,A,Room Temperature,B283062,2024-11-13,2026-11-13,3394,300,1645"
"INV00077,H001,Benha Teaching Hospital,MED077,Lidocaine,Emergency,A,Room Temperature,B850201,2024-02-27,2026-02-27,2154,300,1734"
"INV00078,H001,Benha Teaching Hospital,MED078,Calcium Gluconate,Emergency,A,Room Temperature,B120056,2024-04-27,2026-04-27,2825,300,1582"
"INV00079,H001,Benha Teaching Hospital,MED079,Magnesium Sulfate,Emergency,B,Room Temperature,B765022,2024-07-10,2026-07-10,2347,300,1370"
"INV00080,H001,Benha Teaching Hospital,MED080,Naloxone,Emergency,B,Room Temperature,B612153,2024-03-16,2026-03-16,3072,300,2058"
"INV00081,H001,Benha Teaching Hospital,MED081,Omeprazole,Gastrointestinal,B,Room Temperature,B547556,2024-08-07,2027-08-07,5667,800,2908"
"INV00082,H001,Benha Teaching Hospital,MED082,Pantoprazole,Gastrointestinal,C,Room Temperature,B406063,2024-07-22,2027-07-22,5259,800,2544"
"INV00083,H001,Benha Teaching Hospital,MED083,Esomeprazole,Gastrointestinal,B,Room Temperature,B555968,2024-04-09,2027-04-09,5522,800,2731"
"INV00084,H001,Benha Teaching Hospital,MED084,Famotidine,Gastrointestinal,A,Room Temperature,B834965,2024-01-10,2027-01-10,5084,800,2847"
"INV00085,H001,Benha Teaching Hospital,MED085,Domperidone,Gastrointestinal,B,Room Temperature,B472370,2024-09-06,2027-09-06,5231,800,2542"
"INV00086,H001,Benha Teaching Hospital,MED086,Ondansetron,Gastrointestinal,B,Room Temperature,B651951,2024-01-04,2027-01-04,5517,800,2802"
"INV00087,H001,Benha Teaching Hospital,MED087,Lactulose,Gastrointestinal,A,Room Temperature,B291962,2024-06-08,2027-06-08,5888,800,3343"
"INV00088,H001,Benha Teaching Hospital,MED088,ORS,Gastrointestinal,C,Room Temperature,B990123,2024-04-10,2027-04-10,5390,800,2831"
"INV00089,H001,Benha Teaching Hospital,MED089,Loperamide,Gastrointestinal,B,Room Temperature,B251836,2024-02-13,2027-02-13,5760,800,3101"
"INV00090,H001,Benha Teaching Hospital,MED090,Hyoscine,Gastrointestinal,C,Room Temperature,B979090,2024-09-09,2027-09-09,5508,800,3118"
"INV00091,H001,Benha Teaching Hospital,MED091,Hepatitis B Vaccine,Vaccines,Cold Room,Cold Chain,B712956,2024-09-20,2025-09-20,2338,300,1374"
"INV00092,H001,Benha Teaching Hospital,MED092,BCG Vaccine,Vaccines,Cold Room,Cold Chain,B906790,2024-04-14,2025-04-14,2942,300,1737"
"INV00093,H001,Benha Teaching Hospital,MED093,MMR Vaccine,Vaccines,Cold Room,Cold Chain,B231484,2024-03-15,2025-03-15,2239,300,1687"
"INV00094,H001,Benha Teaching Hospital,MED094,Tetanus Vaccine,Vaccines,Cold Room,Cold Chain,B930857,2024-06-12,2025-06-12,2753,300,2331"
"INV00095,H001,Benha Teaching Hospital,MED095,Influenza Vaccine,Vaccines,Cold Room,Cold Chain,B969474,2024-06-25,2025-06-25,2595,300,2275"
"INV00096,H001,Benha Teaching Hospital,MED096,Propofol,Anesthesia,C,Room Temperature,B844086,2024-05-31,2026-05-31,2589,300,1175"
"INV00097,H001,Benha Teaching Hospital,MED097,Ketamine,Anesthesia,C,Room Temperature,B695468,2024-07-01,2026-07-01,2823,300,1524"
"INV00098,H001,Benha Teaching Hospital,MED098,Midazolam,Anesthesia,A,Room Temperature,B734736,2024-09-29,2026-09-29,3275,300,2175"
"INV00099,H001,Benha Teaching Hospital,MED099,Thiopental,Anesthesia,C,Room Temperature,B664242,2024-07-05,2026-07-05,2625,300,1407"
"INV00100,H001,Benha Teaching Hospital,MED100,Succinylcholine,Anesthesia,C,Room Temperature,B825256,2024-03-16,2026-03-16,2938,300,1270"
"INV00101,H002,Benha General Hospital,MED001,Paracetamol 500 mg Tablet,Analgesics,A,Room Temperature,B940530,2024-02-21,2027-02-21,9669,960,3040"
"INV00102,H002,Benha General Hospital,MED002,Paracetamol IV Infusion,Analgesics,C,Room Temperature,B766490,2024-01-25,2027-01-25,9279,960,2401"
"INV00103,H002,Benha General Hospital,MED003,Ibuprofen 400 mg Tablet,Analgesics,C,Room Temperature,B252617,2024-06-29,2027-06-29,10927,960,3554"
"INV00104,H002,Benha General Hospital,MED004,Diclofenac Sodium Injection,Analgesics,A,Room Temperature,B138102,2024-05-12,2027-05-12,10593,960,3495"
"INV00105,H002,Benha General Hospital,MED005,Diclofenac Tablet,Analgesics,A,Room Temperature,B279208,2024-03-16,2027-03-16,9728,960,3348"
"INV00106,H002,Benha General Hospital,MED006,Ketorolac Injection,Analgesics,B,Room Temperature,B625830,2024-08-17,2027-08-17,10984,960,3649"
"INV00107,H002,Benha General Hospital,MED007,Tramadol Injection,Analgesics,B,Room Temperature,B905497,2024-10-09,2027-10-09,11016,960,3798"
"INV00108,H002,Benha General Hospital,MED008,Morphine Injection,Analgesics,B,Room Temperature,B128295,2024-12-04,2027-12-04,9607,960,3312"
"INV00109,H002,Benha General Hospital,MED009,Aspirin 81 mg Tablet,Analgesics,C,Room Temperature,B977699,2024-10-27,2027-10-27,9109,960,2491"
"INV00110,H002,Benha General Hospital,MED010,Aspirin 300 mg Tablet,Analgesics,C,Room Temperature,B334677,2024-12-29,2027-12-29,10560,960,3729"
"INV00111,H002,Benha General Hospital,MED011,Amoxicillin 500 mg,Antibiotics,C,Room Temperature,B639773,2024-02-08,2026-02-08,9712,960,2549"
"INV00112,H002,Benha General Hospital,MED012,Amoxicillin-Clavulanate,Antibiotics,A,Room Temperature,B130355,2024-02-27,2026-02-27,9058,960,2459"
"INV00113,H002,Benha General Hospital,MED013,Ceftriaxone 1 g,Antibiotics,C,Room Temperature,B663586,2024-01-01,2026-01-01,8456,960,2930"
"INV00114,H002,Benha General Hospital,MED014,Cefotaxime,Antibiotics,B,Room Temperature,B313920,2024-11-07,2026-11-07,8425,960,3027"
"INV00115,H002,Benha General Hospital,MED015,Cefuroxime,Antibiotics,A,Room Temperature,B753983,2024-06-21,2026-06-21,10549,960,3437"
"INV00116,H002,Benha General Hospital,MED016,Azithromycin,Antibiotics,A,Room Temperature,B292714,2024-07-31,2026-07-31,9411,960,1917"
"INV00117,H002,Benha General Hospital,MED017,Clarithromycin,Antibiotics,A,Room Temperature,B738353,2024-01-20,2026-01-20,9160,960,3094"
"INV00118,H002,Benha General Hospital,MED018,Ciprofloxacin,Antibiotics,B,Room Temperature,B601108,2024-01-01,2026-01-01,8770,960,2120"
"INV00119,H002,Benha General Hospital,MED019,Levofloxacin,Antibiotics,B,Room Temperature,B986089,2024-01-12,2026-01-12,11627,960,4657"
"INV00120,H002,Benha General Hospital,MED020,Metronidazole IV,Antibiotics,B,Room Temperature,B260775,2024-06-04,2026-06-04,9765,960,3368"
"INV00121,H002,Benha General Hospital,MED021,Vancomycin,Antibiotics,A,Room Temperature,B730075,2024-07-04,2026-01-04,2701,180,1466"
"INV00122,H002,Benha General Hospital,MED022,Meropenem,Antibiotics,A,Room Temperature,B644447,2024-08-15,2026-02-15,2320,180,885"
"INV00123,H002,Benha General Hospital,MED023,Imipenem,Antibiotics,C,Room Temperature,B790907,2024-07-30,2026-01-30,2270,180,1378"
"INV00124,H002,Benha General Hospital,MED024,Piperacillin/Tazobactam,Antibiotics,C,Room Temperature,B538661,2024-09-09,2026-03-09,9626,960,3033"
"INV00125,H002,Benha General Hospital,MED025,Colistin,Antibiotics,B,Room Temperature,B578007,2024-01-10,2025-07-10,2329,180,1740"
"INV00126,H002,Benha General Hospital,MED026,Regular Insulin,Diabetes,Cold Room,Cold Chain,B161813,2024-10-15,2026-10-15,5235,480,1592"
"INV00127,H002,Benha General Hospital,MED027,NPH Insulin,Diabetes,Cold Room,Cold Chain,B686580,2024-09-23,2026-09-23,5004,480,1444"
"INV00128,H002,Benha General Hospital,MED028,Insulin Glargine,Diabetes,Cold Room,Cold Chain,B932972,2024-10-09,2026-10-09,4358,480,2292"
"INV00129,H002,Benha General Hospital,MED029,Metformin 500 mg,Diabetes,A,Room Temperature,B374907,2024-11-06,2026-11-06,4734,480,1684"
"INV00130,H002,Benha General Hospital,MED030,Metformin 850 mg,Diabetes,C,Room Temperature,B263273,2024-07-20,2026-07-20,4931,480,2388"
"INV00131,H002,Benha General Hospital,MED031,Gliclazide,Diabetes,B,Room Temperature,B931538,2024-01-01,2026-01-01,4168,480,1671"
"INV00132,H002,Benha General Hospital,MED032,Glimepiride,Diabetes,B,Room Temperature,B136187,2024-02-03,2026-02-03,5300,480,2632"
"INV00133,H002,Benha General Hospital,MED033,Glibenclamide,Diabetes,C,Room Temperature,B686165,2024-06-10,2026-06-10,4750,480,1443"
"INV00134,H002,Benha General Hospital,MED034,Sitagliptin,Diabetes,B,Room Temperature,B960395,2024-02-23,2026-02-23,4774,480,1669"
"INV00135,H002,Benha General Hospital,MED035,Empagliflozin,Diabetes,A,Room Temperature,B381342,2024-04-21,2026-04-21,4692,480,1879"
"INV00136,H002,Benha General Hospital,MED036,Amlodipine,Cardiovascular,B,Room Temperature,B585450,2024-03-06,2027-03-06,5058,480,2354"
"INV00137,H002,Benha General Hospital,MED037,Captopril,Cardiovascular,A,Room Temperature,B106949,2024-08-13,2027-08-13,4992,480,2591"
"INV00138,H002,Benha General Hospital,MED038,Enalapril,Cardiovascular,A,Room Temperature,B880722,2024-12-12,2027-12-12,4780,480,1894"
"INV00139,H002,Benha General Hospital,MED039,Losartan,Cardiovascular,C,Room Temperature,B350875,2024-11-30,2027-11-30,5379,480,1942"
"INV00140,H002,Benha General Hospital,MED040,Valsartan,Cardiovascular,C,Room Temperature,B465340,2024-05-12,2027-05-12,5461,480,1930"
"INV00141,H002,Benha General Hospital,MED041,Bisoprolol,Cardiovascular,C,Room Temperature,B750199,2024-12-05,2027-12-05,4277,480,2237"
"INV00142,H002,Benha General Hospital,MED042,Metoprolol,Cardiovascular,B,Room Temperature,B728861,2024-07-23,2027-07-23,4656,480,1825"
"INV00143,H002,Benha General Hospital,MED043,Atenolol,Cardiovascular,C,Room Temperature,B779574,2024-09-05,2027-09-05,4759,480,1281"
"INV00144,H002,Benha General Hospital,MED044,Furosemide,Cardiovascular,C,Room Temperature,B682531,2024-01-08,2027-01-08,4333,480,1788"
"INV00145,H002,Benha General Hospital,MED045,Spironolactone,Cardiovascular,B,Room Temperature,B463714,2024-12-17,2027-12-17,5304,480,1855"
"INV00146,H002,Benha General Hospital,MED046,Hydrochlorothiazide,Cardiovascular,C,Room Temperature,B517170,2024-02-20,2027-02-20,4634,480,2039"
"INV00147,H002,Benha General Hospital,MED047,Atorvastatin,Cardiovascular,B,Room Temperature,B441396,2024-01-22,2027-01-22,4787,480,2027"
"INV00148,H002,Benha General Hospital,MED048,Rosuvastatin,Cardiovascular,B,Room Temperature,B151745,2024-02-15,2027-02-15,5150,480,2126"
"INV00149,H002,Benha General Hospital,MED049,Clopidogrel,Cardiovascular,A,Room Temperature,B503704,2024-10-08,2027-10-08,4665,480,1302"
"INV00150,H002,Benha General Hospital,MED050,Warfarin,Cardiovascular,A,Room Temperature,B480975,2024-12-15,2027-12-15,4650,480,1323"
"INV00151,H002,Benha General Hospital,MED051,Salbutamol Inhaler,Respiratory,C,Room Temperature,B572930,2024-01-08,2026-01-08,5293,480,1882"
"INV00152,H002,Benha General Hospital,MED052,Budesonide Inhaler,Respiratory,B,Room Temperature,B735605,2024-02-25,2026-02-25,5240,480,2258"
"INV00153,H002,Benha General Hospital,MED053,Ipratropium,Respiratory,A,Room Temperature,B345121,2024-08-03,2026-08-03,4983,480,1907"
"INV00154,H002,Benha General Hospital,MED054,Montelukast,Respiratory,A,Room Temperature,B760482,2024-01-07,2026-01-07,4910,480,1758"
"INV00155,H002,Benha General Hospital,MED055,Theophylline,Respiratory,A,Room Temperature,B729474,2024-10-20,2026-10-20,5198,480,1880"
"INV00156,H002,Benha General Hospital,MED056,Acetylcysteine,Respiratory,A,Room Temperature,B321897,2024-01-28,2026-01-28,4354,480,1632"
"INV00157,H002,Benha General Hospital,MED057,Ambroxol,Respiratory,C,Room Temperature,B672203,2024-05-05,2026-05-05,4158,480,1345"
"INV00158,H002,Benha General Hospital,MED058,Dexamethasone Neb,Respiratory,A,Room Temperature,B631849,2024-03-08,2026-03-08,5630,480,1978"
"INV00159,H002,Benha General Hospital,MED059,Prednisolone,Respiratory,C,Room Temperature,B126069,2024-08-15,2026-08-15,4582,480,1404"
"INV00160,H002,Benha General Hospital,MED060,Hydrocortisone,Respiratory,B,Room Temperature,B696562,2024-08-23,2026-08-23,4193,480,1602"
"INV00161,H002,Benha General Hospital,MED061,Normal Saline,IV Fluids,C,Room Temperature,B699991,2024-11-15,2026-11-15,9302,960,2537"
"INV00162,H002,Benha General Hospital,MED062,Ringer Lactate,IV Fluids,A,Room Temperature,B216421,2024-10-15,2026-10-15,10044,960,2867"
"INV00163,H002,Benha General Hospital,MED063,Dextrose 5%,IV Fluids,B,Room Temperature,B962557,2024-11-13,2026-11-13,9290,960,2800"
"INV00164,H002,Benha General Hospital,MED064,Dextrose 10%,IV Fluids,B,Room Temperature,B890756,2024-01-31,2026-01-31,10740,960,3296"
"INV00165,H002,Benha General Hospital,MED065,Half Saline,IV Fluids,C,Room Temperature,B784106,2024-08-07,2026-08-07,10344,960,3125"
"INV00166,H002,Benha General Hospital,MED066,DNS,IV Fluids,B,Room Temperature,B899666,2024-04-03,2026-04-03,9423,960,2537"
"INV00167,H002,Benha General Hospital,MED067,Sterile Water,IV Fluids,C,Room Temperature,B932946,2024-01-26,2026-01-26,9403,960,3509"
"INV00168,H002,Benha General Hospital,MED068,Mannitol,IV Fluids,B,Room Temperature,B164323,2024-04-27,2026-04-27,9673,960,2606"
"INV00169,H002,Benha General Hospital,MED069,Albumin,IV Fluids,C,Room Temperature,B954016,2024-02-16,2026-02-16,10386,960,2836"
"INV00170,H002,Benha General Hospital,MED070,Plasma Expander,IV Fluids,A,Room Temperature,B656542,2024-05-18,2026-05-18,9915,960,2897"
"INV00171,H002,Benha General Hospital,MED071,Adrenaline,Emergency,C,Room Temperature,B814743,2024-06-26,2026-06-26,2720,180,1715"
"INV00172,H002,Benha General Hospital,MED072,Atropine,Emergency,C,Room Temperature,B105287,2024-01-13,2026-01-13,1924,180,1038"
"INV00173,H002,Benha General Hospital,MED073,Dopamine,Emergency,A,Room Temperature,B872042,2024-11-24,2026-11-24,1991,180,1404"
"INV00174,H002,Benha General Hospital,MED074,Dobutamine,Emergency,C,Room Temperature,B142078,2024-04-03,2026-04-03,2538,180,1537"
"INV00175,H002,Benha General Hospital,MED075,Nitroglycerin,Emergency,C,Room Temperature,B429588,2024-11-29,2026-11-29,3027,180,1309"
"INV00176,H002,Benha General Hospital,MED076,Amiodarone,Emergency,B,Room Temperature,B872608,2024-02-04,2026-02-04,2305,180,1778"
"INV00177,H002,Benha General Hospital,MED077,Lidocaine,Emergency,C,Room Temperature,B632295,2024-12-14,2026-12-14,2415,180,1873"
"INV00178,H002,Benha General Hospital,MED078,Calcium Gluconate,Emergency,B,Room Temperature,B879554,2024-10-12,2026-10-12,2081,180,1845"
"INV00179,H002,Benha General Hospital,MED079,Magnesium Sulfate,Emergency,A,Room Temperature,B599097,2024-03-18,2026-03-18,2512,180,1249"
"INV00180,H002,Benha General Hospital,MED080,Naloxone,Emergency,B,Room Temperature,B618545,2024-03-29,2026-03-29,2733,180,1007"
"INV00181,H002,Benha General Hospital,MED081,Omeprazole,Gastrointestinal,B,Room Temperature,B243026,2024-10-14,2027-10-14,4418,480,2029"
"INV00182,H002,Benha General Hospital,MED082,Pantoprazole,Gastrointestinal,A,Room Temperature,B692016,2024-06-01,2027-06-01,5024,480,1820"
"INV00183,H002,Benha General Hospital,MED083,Esomeprazole,Gastrointestinal,B,Room Temperature,B192263,2024-11-04,2027-11-04,4392,480,2380"
