"InventoryID,HospitalID,HospitalName,ProductID,ProductName,Category,WarehouseZone,StorageCondition,BatchNumber,ManufacturingDate,ExpiryDate,CurrentStock,MinStock,MaxStock"
"INV00017,H001,Benha Teaching Hospital,MED017,Clarithromycin,Antibiotics,A,Room Temperature,B532315,2024-09-08,2026-09-08,4358,1600,5074"
"INV00018,H001,Benha Teaching Hospital,MED018,Ciprofloxacin,Antibiotics,A,Room Temperature,B476896,2024-10-27,2026-10-27,2787,1600,3301"
"INV00019,H001,Benha Teaching Hospital,MED019,Levofloxacin,Antibiotics,A,Room Temperature,B236330,2024-03-03,2026-03-03,3548,1600,4695"
"INV00020,H001,Benha Teaching Hospital,MED020,Metronidazole IV,Antibiotics,A,Room Temperature,B234633,2024-09-17,2026-09-17,3632,1600,4420"
"INV00021,H001,Benha Teaching Hospital,MED021,Vancomycin,Antibiotics,A,Room Temperature,B130535,2024-07-19,2026-01-19,756,300,1390"
"INV00022,H001,Benha Teaching Hospital,MED022,Meropenem,Antibiotics,C,Room Temperature,B747972,2024-03-02,2025-09-02,749,300,1751"
"INV00023,H001,Benha Teaching Hospital,MED023,Imipenem,Antibiotics,C,Room Temperature,B301664,2024-02-04,2025-08-04,563,300,2049"
"INV00024,H001,Benha Teaching Hospital,MED024,Piperacillin/Tazobactam,Antibiotics,A,Room Temperature,B723094,2024-01-05,2025-07-05,3955,1600,5223"
"INV00025,H001,Benha Teaching Hospital,MED025,Colistin,Antibiotics,C,Room Temperature,B318126,2024-07-25,2026-01-25,708,300,1600"
"INV00026,H001,Benha Teaching Hospital,MED026,Regular Insulin,Diabetes,Cold Room,Cold Chain,B872838,2024-12-17,2026-12-17,2148,800,3222"
"INV00027,H001,Benha Teaching Hospital,MED027,NPH Insulin,Diabetes,Cold Room,Cold Chain,B835716,2024-08-09,2026-08-09,1502,800,2901"
"INV00028,H001,Benha Teaching Hospital,MED028,Insulin Glargine,Diabetes,Cold Room,Cold Chain,B264899,2024-01-29,2026-01-29,1974,800,2644"
"INV00029,H001,Benha Teaching Hospital,MED029,Metformin 500 mg,Diabetes,A,Room Temperature,B515515,2024-03-26,2026-03-26,1850,800,2592"
"INV00030,H001,Benha Teaching Hospital,MED030,Metformin 850 mg,Diabetes,C,Room Temperature,B981691,2024-05-13,2026-05-13,2324,800,3776"
"INV00031,H001,Benha Teaching Hospital,MED031,Gliclazide,Diabetes,C,Room Temperature,B388249,2024-05-07,2026-05-07,2136,800,2966"
"INV00032,H001,Benha Teaching Hospital,MED032,Glimepiride,Diabetes,C,Room Temperature,B554589,2024-10-09,2026-10-09,1717,800,2441"
"INV00033,H001,Benha Teaching Hospital,MED033,Glibenclamide,Diabetes,C,Room Temperature,B890180,2024-05-16,2026-05-16,1376,800,2286"
"INV00034,H001,Benha Teaching Hospital,MED034,Sitagliptin,Diabetes,B,Room Temperature,B979989,2024-11-10,2026-11-10,1377,800,2540"
"INV00035,H001,Benha Teaching Hospital,MED035,Empagliflozin,Diabetes,A,Room Temperature,B314283,2024-02-21,2026-02-21,2165,800,3494"
"INV00036,H001,Benha Teaching Hospital,MED036,Amlodipine,Cardiovascular,B,Room Temperature,B840976,2024-04-10,2027-04-10,2237,800,2849"
"INV00037,H001,Benha Teaching Hospital,MED037,Captopril,Cardiovascular,C,Room Temperature,B998613,2024-08-07,2027-08-07,1196,800,2337"
"INV00038,H001,Benha Teaching Hospital,MED038,Enalapril,Cardiovascular,B,Room Temperature,B937291,2024-02-22,2027-02-22,1632,800,2261"
"INV00039,H001,Benha Teaching Hospital,MED039,Losartan,Cardiovascular,A,Room Temperature,B481050,2024-07-02,2027-07-02,1984,800,2686"
"INV00040,H001,Benha Teaching Hospital,MED040,Valsartan,Cardiovascular,A,Room Temperature,B713333,2024-04-07,2027-04-07,2036,800,3372"
"INV00041,H001,Benha Teaching Hospital,MED041,Bisoprolol,Cardiovascular,C,Room Temperature,B710490,2024-05-03,2027-05-03,1836,800,2536"
"INV00042,H001,Benha Teaching Hospital,MED042,Metoprolol,Cardiovascular,B,Room Temperature,B418394,2024-09-08,2027-09-08,1866,800,3025"
"INV00043,H001,Benha Teaching Hospital,MED043,Atenolol,Cardiovascular,B,Room Temperature,B314835,2024-12-17,2027-12-17,2030,800,2677"
"INV00044,H001,Benha Teaching Hospital,MED044,Furosemide,Cardiovascular,B,Room Temperature,B373255,2024-12-03,2027-12-03,2191,800,3241"
"INV00045,H001,Benha Teaching Hospital,MED045,Spironolactone,Cardiovascular,A,Room Temperature,B654594,2024-10-24,2027-10-24,1849,800,3338"
"INV00046,H001,Benha Teaching Hospital,MED046,Hydrochlorothiazide,Cardiovascular,A,Room Temperature,B473616,2024-02-29,2027-02-28,1720,800,2843"
"INV00047,H001,Benha Teaching Hospital,MED047,Atorvastatin,Cardiovascular,B,Room Temperature,B391999,2024-02-06,2027-02-06,1320,800,2272"
"INV00048,H001,Benha Teaching Hospital,MED048,Rosuvastatin,Cardiovascular,A,Room Temperature,B690978,2024-07-26,2027-07-26,1074,800,2389"
"INV00049,H001,Benha Teaching Hospital,MED049,Clopidogrel,Cardiovascular,A,Room Temperature,B768234,2024-04-25,2027-04-25,2138,800,3310"
"INV00050,H001,Benha Teaching Hospital,MED050,Warfarin,Cardiovascular,B,Room Temperature,B757917,2024-08-14,2027-08-14,2179,800,2932"
"INV00051,H001,Benha Teaching Hospital,MED051,Salbutamol Inhaler,Respiratory,A,Room Temperature,B177505,2024-12-03,2026-12-03,2141,800,3554"
"INV00052,H001,Benha Teaching Hospital,MED052,Budesonide Inhaler,Respiratory,B,Room Temperature,B138467,2024-06-09,2026-06-09,1517,800,3012"
"INV00053,H001,Benha Teaching Hospital,MED053,Ipratropium,Respiratory,B,Room Temperature,B710704,2024-05-14,2026-05-14,1789,800,2792"
"INV00054,H001,Benha Teaching Hospital,MED054,Montelukast,Respiratory,C,Room Temperature,B500109,2024-01-22,2026-01-22,1216,800,2598"
"INV00055,H001,Benha Teaching Hospital,MED055,Theophylline,Respiratory,B,Room Temperature,B250810,2024-09-20,2026-09-20,1393,800,2330"
"INV00056,H001,Benha Teaching Hospital,MED056,Acetylcysteine,Respiratory,A,Room Temperature,B469599,2024-10-10,2026-10-10,1300,800,2408"
"INV00057,H001,Benha Teaching Hospital,MED057,Ambroxol,Respiratory,C,Room Temperature,B727234,2024-05-26,2026-05-26,1854,800,3169"
"INV00058,H001,Benha Teaching Hospital,MED058,Dexamethasone Neb,Respiratory,B,Room Temperature,B405628,2024-08-07,2026-08-07,1571,800,2242"
"INV00059,H001,Benha Teaching Hospital,MED059,Prednisolone,Respiratory,C,Room Temperature,B920260,2024-08-20,2026-08-20,1386,800,2777"
"INV00060,H001,Benha Teaching Hospital,MED060,Hydrocortisone,Respiratory,A,Room Temperature,B559451,2024-04-04,2026-04-04,1580,800,2260"
"INV00061,H001,Benha Teaching Hospital,MED061,Normal Saline,IV Fluids,B,Room Temperature,B218015,2024-06-09,2026-06-09,3606,1600,5033"
"INV00062,H001,Benha Teaching Hospital,MED062,Ringer Lactate,IV Fluids,A,Room Temperature,B465890,2024-02-23,2026-02-23,2419,1600,3653"
"INV00063,H001,Benha Teaching Hospital,MED063,Dextrose 5%,IV Fluids,C,Room Temperature,B118070,2024-12-07,2026-12-07,3125,1600,4567"
"INV00064,H001,Benha Teaching Hospital,MED064,Dextrose 10%,IV Fluids,B,Room Temperature,B258823,2024-09-29,2026-09-29,3787,1600,4672"
"INV00065,H001,Benha Teaching Hospital,MED065,Half Saline,IV Fluids,C,Room Temperature,B542905,2024-09-03,2026-09-03,2623,1600,3804"
"INV00066,H001,Benha Teaching Hospital,MED066,DNS,IV Fluids,C,Room Temperature,B997059,2024-11-08,2026-11-08,4169,1600,5174"
"INV00067,H001,Benha Teaching Hospital,MED067,Sterile Water,IV Fluids,B,Room Temperature,B584299,2024-05-21,2026-05-21,3234,1600,4245"
"INV00068,H001,Benha Teaching Hospital,MED068,Mannitol,IV Fluids,C,Room Temperature,B766326,2024-10-14,2026-10-14,2699,1600,4032"
"INV00069,H001,Benha Teaching Hospital,MED069,Albumin,IV Fluids,A,Room Temperature,B805660,2024-07-08,2026-07-08,3689,1600,4763"
"INV00070,H001,Benha Teaching Hospital,MED070,Plasma Expander,IV Fluids,C,Room Temperature,B170313,2024-06-28,2026-06-28,2636,1600,3440"
"INV00071,H001,Benha Teaching Hospital,MED071,Adrenaline,Emergency,A,Room Temperature,B213632,2024-04-10,2026-04-10,846,300,1789"
"INV00072,H001,Benha Teaching Hospital,MED072,Atropine,Emergency,A,Room Temperature,B711523,2024-01-05,2026-01-05,851,300,1970"
"INV00073,H001,Benha Teaching Hospital,MED073,Dopamine,Emergency,C,Room Temperature,B311810,2024-02-16,2026-02-16,670,300,1519"
"INV00074,H001,Benha Teaching Hospital,MED074,Dobutamine,Emergency,A,Room Temperature,B970045,2024-05-03,2026-05-03,774,300,1542"
"INV00075,H001,Benha Teaching Hospital,MED075,Nitroglycerin,Emergency,B,Room Temperature,B727769,2024-04-01,2026-04-01,614,300,1900"
"INV00076,H001,Benha Teaching Hospital,MED076,Amiodarone,Emergency,A,Room Temperature,B283062,2024-11-13,2026-11-13,1029,300,1645"
"INV00077,H001,Benha Teaching Hospital,MED077,Lidocaine,Emergency,A,Room Temperature,B850201,2024-02-27,2026-02-27,594,300,1734"
"INV00078,H001,Benha Teaching Hospital,MED078,Calcium Gluconate,Emergency,A,Room Temperature,B120056,2024-04-27,2026-04-27,445,300,1582"
"INV00079,H001,Benha Teaching Hospital,MED079,Magnesium Sulfate,Emergency,B,Room Temperature,B765022,2024-07-10,2026-07-10,682,300,1370"
"INV00080,H001,Benha Teaching Hospital,MED080,Naloxone,Emergency,B,Room Temperature,B612153,2024-03-16,2026-03-16,596,300,2058"
"INV00081,H001,Benha Teaching Hospital,MED081,Omeprazole,Gastrointestinal,B,Room Temperature,B547556,2024-08-07,2027-08-07,2124,800,2908"
"INV00082,H001,Benha Teaching Hospital,MED082,Pantoprazole,Gastrointestinal,C,Room Temperature,B406063,2024-07-22,2027-07-22,1087,800,2544"
"INV00083,H001,Benha Teaching Hospital,MED083,Esomeprazole,Gastrointestinal,B,Room Temperature,B555968,2024-04-09,2027-04-09,1681,800,2731"
"INV00084,H001,Benha Teaching Hospital,MED084,Famotidine,Gastrointestinal,A,Room Temperature,B834965,2024-01-10,2027-01-10,1586,800,2847"
"INV00085,H001,Benha Teaching Hospital,MED085,Domperidone,Gastrointestinal,B,Room Temperature,B472370,2024-09-06,2027-09-06,1137,800,2542"
"INV00086,H001,Benha Teaching Hospital,MED086,Ondansetron,Gastrointestinal,B,Room Temperature,B651951,2024-01-04,2027-01-04,1978,800,2802"
"INV00087,H001,Benha Teaching Hospital,MED087,Lactulose,Gastrointestinal,A,Room Temperature,B291962,2024-06-08,2027-06-08,1856,800,3343"
"INV00088,H001,Benha Teaching Hospital,MED088,ORS,Gastrointestinal,C,Room Temperature,B990123,2024-04-10,2027-04-10,1641,800,2831"
"INV00089,H001,Benha Teaching Hospital,MED089,Loperamide,Gastrointestinal,B,Room Temperature,B251836,2024-02-13,2027-02-13,2559,800,3101"
"INV00090,H001,Benha Teaching Hospital,MED090,Hyoscine,Gastrointestinal,C,Room Temperature,B979090,2024-09-09,2027-09-09,1721,800,3118"
"INV00091,H001,Benha Teaching Hospital,MED091,Hepatitis B Vaccine,Vaccines,Cold Room,Cold Chain,B712956,2024-09-20,2025-09-20,785,300,1374"
"INV00092,H001,Benha Teaching Hospital,MED092,BCG Vaccine,Vaccines,Cold Room,Cold Chain,B906790,2024-04-14,2025-04-14,1123,300,1737"
"INV00093,H001,Benha Teaching Hospital,MED093,MMR Vaccine,Vaccines,Cold Room,Cold Chain,B231484,2024-03-15,2025-03-15,695,300,1687"
"INV00094,H001,Benha Teaching Hospital,MED094,Tetanus Vaccine,Vaccines,Cold Room,Cold Chain,B930857,2024-06-12,2025-06-12,1071,300,2331"
"INV00095,H001,Benha Teaching Hospital,MED095,Influenza Vaccine,Vaccines,Cold Room,Cold Chain,B969474,2024-06-25,2025-06-25,1037,300,2275"
"INV00096,H001,Benha Teaching Hospital,MED096,Propofol,Anesthesia,C,Room Temperature,B844086,2024-05-31,2026-05-31,580,300,1175"
"INV00097,H001,Benha Teaching Hospital,MED097,Ketamine,Anesthesia,C,Room Temperature,B695468,2024-07-01,2026-07-01,656,300,1524"
"INV00098,H001,Benha Teaching Hospital,MED098,Midazolam,Anesthesia,A,Room Temperature,B734736,2024-09-29,2026-09-29,878,300,2175"
"INV00099,H001,Benha Teaching Hospital,MED099,Thiopental,Anesthesia,C,Room Temperature,B664242,2024-07-05,2026-07-05,566,300,1407"
"INV00100,H001,Benha Teaching Hospital,MED100,Succinylcholine,Anesthesia,C,Room Temperature,B825256,2024-03-16,2026-03-16,538,300,1270"
"INV00101,H002,Benha General Hospital,MED001,Paracetamol 500 mg Tablet,Analgesics,A,Room Temperature,B940530,2024-02-21,2027-02-21,2157,960,3040"
"INV00102,H002,Benha General Hospital,MED002,Paracetamol IV Infusion,Analgesics,C,Room Temperature,B766490,2024-01-25,2027-01-25,1506,960,2401"
"INV00103,H002,Benha General Hospital,MED003,Ibuprofen 400 mg Tablet,Analgesics,C,Room Temperature,B252617,2024-06-29,2027-06-29,2946,960,3554"
"INV00104,H002,Benha General Hospital,MED004,Diclofenac Sodium Injection,Analgesics,A,Room Temperature,B138102,2024-05-12,2027-05-12,2362,960,3495"
"INV00105,H002,Benha General Hospital,MED005,Diclofenac Tablet,Analgesics,A,Room Temperature,B279208,2024-03-16,2027-03-16,2098,960,3348"
"INV00106,H002,Benha General Hospital,MED006,Ketorolac Injection,Analgesics,B,Room Temperature,B625830,2024-08-17,2027-08-17,2897,960,3649"
"INV00107,H002,Benha General Hospital,MED007,Tramadol Injection,Analgesics,B,Room Temperature,B905497,2024-10-09,2027-10-09,2906,960,3798"
"INV00108,H002,Benha General Hospital,MED008,Morphine Injection,Analgesics,B,Room Temperature,B128295,2024-12-04,2027-12-04,2391,960,3312"
"INV00109,H002,Benha General Hospital,MED009,Aspirin 81 mg Tablet,Analgesics,C,Room Temperature,B977699,2024-10-27,2027-10-27,1775,960,2491"
"INV00110,H002,Benha General Hospital,MED010,Aspirin 300 mg Tablet,Analgesics,C,Room Temperature,B334677,2024-12-29,2027-12-29,2785,960,3729"
"INV00111,H002,Benha General Hospital,MED011,Amoxicillin 500 mg,Antibiotics,C,Room Temperature,B639773,2024-02-08,2026-02-08,1519,960,2549"
"INV00112,H002,Benha General Hospital,MED012,Amoxicillin-Clavulanate,Antibiotics,A,Room Temperature,B130355,2024-02-27,2026-02-27,1322,960,2459"
"INV00113,H002,Benha General Hospital,MED013,Ceftriaxone 1 g,Antibiotics,C,Room Temperature,B663586,2024-01-01,2026-01-01,2070,960,2930"
"INV00114,H002,Benha General Hospital,MED014,Cefotaxime,Antibiotics,B,Room Temperature,B313920,2024-11-07,2026-11-07,2020,960,3027"
"INV00115,H002,Benha General Hospital,MED015,Cefuroxime,Antibiotics,A,Room Temperature,B753983,2024-06-21,2026-06-21,2382,960,3437"
"INV00116,H002,Benha General Hospital,MED016,Azithromycin,Antibiotics,A,Room Temperature,B292714,2024-07-31,2026-07-31,1338,960,1917"
"INV00117,H002,Benha General Hospital,MED017,Clarithromycin,Antibiotics,A,Room Temperature,B738353,2024-01-20,2026-01-20,1936,960,3094"
"INV00118,H002,Benha General Hospital,MED018,Ciprofloxacin,Antibiotics,B,Room Temperature,B601108,2024-01-01,2026-01-01,1478,960,2120"
"INV00119,H002,Benha General Hospital,MED019,Levofloxacin,Antibiotics,B,Room Temperature,B986089,2024-01-12,2026-01-12,3187,960,4657"
"INV00120,H002,Benha General Hospital,MED020,Metronidazole IV,Antibiotics,B,Room Temperature,B260775,2024-06-04,2026-06-04,1897,960,3368"
"INV00121,H002,Benha General Hospital,MED021,Vancomycin,Antibiotics,A,Room Temperature,B730075,2024-07-04,2026-01-04,319,180,1466"
"INV00122,H002,Benha General Hospital,MED022,Meropenem,Antibiotics,A,Room Temperature,B644447,2024-08-15,2026-02-15,345,180,885"
"INV00123,H002,Benha General Hospital,MED023,Imipenem,Antibiotics,C,Room Temperature,B790907,2024-07-30,2026-01-30,678,180,1378"
"INV00124,H002,Benha General Hospital,MED024,Piperacillin/Tazobactam,Antibiotics,C,Room Temperature,B538661,2024-09-09,2026-03-09,1987,960,3033"
"INV00125,H002,Benha General Hospital,MED025,Colistin,Antibiotics,B,Room Temperature,B578007,2024-01-10,2025-07-10,426,180,1740"
"INV00126,H002,Benha General Hospital,MED026,Regular Insulin,Diabetes,Cold Room,Cold Chain,B161813,2024-10-15,2026-10-15,974,480,1592"
"INV00127,H002,Benha General Hospital,MED027,NPH Insulin,Diabetes,Cold Room,Cold Chain,B686580,2024-09-23,2026-09-23,768,480,1444"
"INV00128,H002,Benha General Hospital,MED028,Insulin Glargine,Diabetes,Cold Room,Cold Chain,B932972,2024-10-09,2026-10-09,966,480,2292"
"INV00129,H002,Benha General Hospital,MED029,Metformin 500 mg,Diabetes,A,Room Temperature,B374907,2024-11-06,2026-11-06,780,480,1684"
"INV00130,H002,Benha General Hospital,MED030,Metformin 850 mg,Diabetes,C,Room Temperature,B263273,2024-07-20,2026-07-20,1212,480,2388"
"INV00131,H002,Benha General Hospital,MED031,Gliclazide,Diabetes,B,Room Temperature,B931538,2024-01-01,2026-01-01,715,480,1671"
"INV00132,H002,Benha General Hospital,MED032,Glimepiride,Diabetes,B,Room Temperature,B136187,2024-02-03,2026-02-03,1333,480,2632"
"INV00133,H002,Benha General Hospital,MED033,Glibenclamide,Diabetes,C,Room Temperature,B686165,2024-06-10,2026-06-10,694,480,1443"
"INV00134,H002,Benha General Hospital,MED034,Sitagliptin,Diabetes,B,Room Temperature,B960395,2024-02-23,2026-02-23,902,480,1669"
"INV00135,H002,Benha General Hospital,MED035,Empagliflozin,Diabetes,A,Room Temperature,B381342,2024-04-21,2026-04-21,979,480,1879"
"INV00136,H002,Benha General Hospital,MED036,Amlodipine,Cardiovascular,B,Room Temperature,B585450,2024-03-06,2027-03-06,1002,480,2354"
"INV00137,H002,Benha General Hospital,MED037,Captopril,Cardiovascular,A,Room Temperature,B106949,2024-08-13,2027-08-13,1328,480,2591"
"INV00138,H002,Benha General Hospital,MED038,Enalapril,Cardiovascular,A,Room Temperature,B880722,2024-12-12,2027-12-12,1060,480,1894"
"INV00139,H002,Benha General Hospital,MED039,Losartan,Cardiovascular,C,Room Temperature,B350875,2024-11-30,2027-11-30,1277,480,1942"
"INV00140,H002,Benha General Hospital,MED040,Valsartan,Cardiovascular,C,Room Temperature,B465340,2024-05-12,2027-05-12,1350,480,1930"
"INV00141,H002,Benha General Hospital,MED041,Bisoprolol,Cardiovascular,C,Room Temperature,B750199,2024-12-05,2027-12-05,953,480,2237"
"INV00142,H002,Benha General Hospital,MED042,Metoprolol,Cardiovascular,B,Room Temperature,B728861,2024-07-23,2027-07-23,876,480,1825"
"INV00143,H002,Benha General Hospital,MED043,Atenolol,Cardiovascular,C,Room Temperature,B779574,2024-09-05,2027-09-05,671,480,1281"
"INV00144,H002,Benha General Hospital,MED044,Furosemide,Cardiovascular,C,Room Temperature,B682531,2024-01-08,2027-01-08,915,480,1788"
"INV00145,H002,Benha General Hospital,MED045,Spironolactone,Cardiovascular,B,Room Temperature,B463714,2024-12-17,2027-12-17,1161,480,1855"
"INV00146,H002,Benha General Hospital,MED046,Hydrochlorothiazide,Cardiovascular,C,Room Temperature,B517170,2024-02-20,2027-02-20,906,480,2039"
"INV00147,H002,Benha General Hospital,MED047,Atorvastatin,Cardiovascular,B,Room Temperature,B441396,2024-01-22,2027-01-22,699,480,2027"
"INV00148,H002,Benha General Hospital,MED048,Rosuvastatin,Cardiovascular,B,Room Temperature,B151745,2024-02-15,2027-02-15,1281,480,2126"
"INV00149,H002,Benha General Hospital,MED049,Clopidogrel,Cardiovascular,A,Room Temperature,B503704,2024-10-08,2027-10-08,730,480,1302"
"INV00150,H002,Benha General Hospital,MED050,Warfarin,Cardiovascular,A,Room Temperature,B480975,2024-12-15,2027-12-15,768,480,1323"
"INV00151,H002,Benha General Hospital,MED051,Salbutamol Inhaler,Respiratory,C,Room Temperature,B572930,2024-01-08,2026-01-08,1126,480,1882"
"INV00152,H002,Benha General Hospital,MED052,Budesonide Inhaler,Respiratory,B,Room Temperature,B735605,2024-02-25,2026-02-25,1120,480,2258"
"INV00153,H002,Benha General Hospital,MED053,Ipratropium,Respiratory,A,Room Temperature,B345121,2024-08-03,2026-08-03,1330,480,1907"
"INV00154,H002,Benha General Hospital,MED054,Montelukast,Respiratory,A,Room Temperature,B760482,2024-01-07,2026-01-07,947,480,1758"
"INV00155,H002,Benha General Hospital,MED055,Theophylline,Respiratory,A,Room Temperature,B729474,2024-10-20,2026-10-20,1107,480,1880"
"INV00156,H002,Benha General Hospital,MED056,Acetylcysteine,Respiratory,A,Room Temperature,B321897,2024-01-28,2026-01-28,648,480,1632"
"INV00157,H002,Benha General Hospital,MED057,Ambroxol,Respiratory,C,Room Temperature,B672203,2024-05-05,2026-05-05,760,480,1345"
"INV00158,H002,Benha General Hospital,MED058,Dexamethasone Neb,Respiratory,A,Room Temperature,B631849,2024-03-08,2026-03-08,1454,480,1978"
"INV00159,H002,Benha General Hospital,MED059,Prednisolone,Respiratory,C,Room Temperature,B126069,2024-08-15,2026-08-15,794,480,1404"
"INV00160,H002,Benha General Hospital,MED060,Hydrocortisone,Respiratory,B,Room Temperature,B696562,2024-08-23,2026-08-23,734,480,1602"
"INV00161,H002,Benha General Hospital,MED061,Normal Saline,IV Fluids,C,Room Temperature,B699991,2024-11-15,2026-11-15,1756,960,2537"
"INV00162,H002,Benha General Hospital,MED062,Ringer Lactate,IV Fluids,A,Room Temperature,B216421,2024-10-15,2026-10-15,1991,960,2867"
"INV00163,H002,Benha General Hospital,MED063,Dextrose 5%,IV Fluids,B,Room Temperature,B962557,2024-11-13,2026-11-13,1855,960,2800"
"INV00164,H002,Benha General Hospital,MED064,Dextrose 10%,IV Fluids,B,Room Temperature,B890756,2024-01-31,2026-01-31,2554,960,3296"
"INV00165,H002,Benha General Hospital,MED065,Half Saline,IV Fluids,C,Room Temperature,B784106,2024-08-07,2026-08-07,2304,960,3125"
"INV00166,H002,Benha General Hospital,MED066,DNS,IV Fluids,B,Room Temperature,B899666,2024-04-03,2026-04-03,1157,960,2537"
"INV00167,H002,Benha General Hospital,MED067,Sterile Water,IV Fluids,C,Room Temperature,B932946,2024-01-26,2026-01-26,2295,960,3509"
"INV00168,H002,Benha General Hospital,MED068,Mannitol,IV Fluids,B,Room Temperature,B164323,2024-04-27,2026-04-27,1697,960,2606"
"INV00169,H002,Benha General Hospital,MED069,Albumin,IV Fluids,C,Room Temperature,B954016,2024-02-16,2026-02-16,2197,960,2836"
"INV00170,H002,Benha General Hospital,MED070,Plasma Expander,IV Fluids,A,Room Temperature,B656542,2024-05-18,2026-05-18,1593,960,2897"
"INV00171,H002,Benha General Hospital,MED071,Adrenaline,Emergency,C,Room Temperature,B814743,2024-06-26,2026-06-26,543,180,1715"
"INV00172,H002,Benha General Hospital,MED072,Atropine,Emergency,C,Room Temperature,B105287,2024-01-13,2026-01-13,367,180,1038"
"INV00173,H002,Benha General Hospital,MED073,Dopamine,Emergency,A,Room Temperature,B872042,2024-11-24,2026-11-24,292,180,1404"
"INV00174,H002,Benha General Hospital,MED074,Dobutamine,Emergency,C,Room Temperature,B142078,2024-04-03,2026-04-03,619,180,1537"
"INV00175,H002,Benha General Hospital,MED075,Nitroglycerin,Emergency,C,Room Temperature,B429588,2024-11-29,2026-11-29,574,180,1309"
"INV00176,H002,Benha General Hospital,MED076,Amiodarone,Emergency,B,Room Temperature,B872608,2024-02-04,2026-02-04,691,180,1778"
"INV00177,H002,Benha General Hospital,MED077,Lidocaine,Emergency,C,Room Temperature,B632295,2024-12-14,2026-12-14,542,180,1873"
"INV00178,H002,Benha General Hospital,MED078,Calcium Gluconate,Emergency,B,Room Temperature,B879554,2024-10-12,2026-10-12,518,180,1845"
"INV00179,H002,Benha General Hospital,MED079,Magnesium Sulfate,Emergency,A,Room Temperature,B599097,2024-03-18,2026-03-18,371,180,1249"
"INV00180,H002,Benha General Hospital,MED080,Naloxone,Emergency,B,Room Temperature,B618545,2024-03-29,2026-03-29,466,180,1007"
"INV00181,H002,Benha General Hospital,MED081,Omeprazole,Gastrointestinal,B,Room Temperature,B243026,2024-10-14,2027-10-14,1004,480,2029"
"INV00182,H002,Benha General Hospital,MED082,Pantoprazole,Gastrointestinal,A,Room Temperature,B692016,2024-06-01,2027-06-01,1178,480,1820"
"INV00183,H002,Benha General Hospital,MED083,Esomeprazole,Gastrointestinal,B,Room Temperature,B192263,2024-11-04,2027-11-04,907,480,2380"
"INV00184,H002,Benha General Hospital,MED084,Famotidine,Gastrointestinal,A,Room Temperature,B910951,2024-06-27,2027-06-27,663,480,1741"
